净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态
2012-05-03,1.0,1.0,,封闭期,封闭期
2012-05-04,1.0,1.0,0.0,封闭期,封闭期
2012-05-11,1.0,1.0,0.0,封闭期,封闭期
2012-05-18,1.0,1.0,0.0,封闭期,封闭期
2012-05-25,0.999,0.999,-0.1,封闭期,封闭期
2012-06-01,0.999,0.999,0.0,封闭期,封闭期
2012-06-06,0.999,0.999,0.0,开放申购,开放赎回
2012-06-07,1.0,1.0,0.1,开放申购,开放赎回
2012-06-08,1.0,1.0,0.0,开放申购,开放赎回
2012-06-11,1.0,1.0,0.0,开放申购,开放赎回
2012-06-12,1.0,1.0,0.0,开放申购,开放赎回
2012-06-13,1.0,1.0,0.0,开放申购,开放赎回
2012-06-14,1.0,1.0,0.0,开放申购,开放赎回
2012-06-15,1.0,1.0,0.0,开放申购,开放赎回
2012-06-18,0.998,0.998,-0.2,开放申购,开放赎回
2012-06-19,0.999,0.999,0.1,开放申购,开放赎回
2012-06-20,0.995,0.995,-0.4,开放申购,开放赎回
2012-06-21,0.99,0.99,-0.5,开放申购,开放赎回
2012-06-25,0.995,0.995,0.51,开放申购,开放赎回
2012-06-26,0.995,0.995,0.0,开放申购,开放赎回
2012-06-27,0.996,0.996,0.1,开放申购,开放赎回
2012-06-28,0.993,0.993,-0.3,开放申购,开放赎回
2012-06-29,1.005,1.005,1.21,开放申购,开放赎回
2012-06-30,1.005,1.005,0.0,开放申购,开放赎回
2012-07-02,1.003,1.003,-0.2,开放申购,开放赎回
2012-07-03,1.012,1.012,0.9,开放申购,开放赎回
2012-07-05,1.01,1.01,-0.2,开放申购,开放赎回
2012-07-06,0.999,0.999,-1.09,开放申购,开放赎回
2012-07-09,1.006,1.006,0.7,开放申购,开放赎回
2012-07-10,0.998,0.998,-0.8,开放申购,开放赎回
2012-07-11,1.002,1.002,0.4,开放申购,开放赎回
2012-07-12,1.002,1.002,0.0,开放申购,开放赎回
2012-07-13,1.009,1.009,0.7,开放申购,开放赎回
2012-07-16,1.012,1.012,0.3,开放申购,开放赎回
2012-07-17,1.011,1.011,-0.1,开放申购,开放赎回
2012-07-18,1.014,1.014,0.3,开放申购,开放赎回
2012-07-19,1.019,1.019,0.49,开放申购,开放赎回
2012-07-20,1.017,1.017,-0.2,开放申购,开放赎回
2012-07-23,1.01,1.01,-0.69,开放申购,开放赎回
2012-07-24,1.008,1.008,-0.2,开放申购,开放赎回
2012-07-25,1.014,1.014,0.6,开放申购,开放赎回
2012-07-26,1.014,1.014,0.0,开放申购,开放赎回
2012-07-27,1.017,1.017,0.3,开放申购,开放赎回
2012-07-30,1.017,1.017,0.0,开放申购,开放赎回
2012-07-31,1.015,1.015,-0.2,开放申购,开放赎回
2012-08-01,1.013,1.013,-0.2,开放申购,开放赎回
2012-08-02,1.011,1.011,-0.2,开放申购,开放赎回
2012-08-03,1.015,1.015,0.4,开放申购,开放赎回
2012-08-06,1.015,1.015,0.0,开放申购,开放赎回
2012-08-07,1.017,1.017,0.2,开放申购,开放赎回
2012-08-08,1.018,1.018,0.1,开放申购,开放赎回
2012-08-09,1.02,1.02,0.2,开放申购,开放赎回
2012-08-10,1.019,1.019,-0.1,开放申购,开放赎回
2012-08-13,1.017,1.017,-0.2,开放申购,开放赎回
2012-08-14,1.017,1.017,0.0,开放申购,开放赎回
2012-08-15,1.019,1.019,0.2,开放申购,开放赎回
2012-08-16,1.021,1.021,0.2,开放申购,开放赎回
2012-08-17,1.021,1.021,0.0,开放申购,开放赎回
2012-08-20,1.022,1.022,0.1,开放申购,开放赎回
2012-08-21,1.024,1.024,0.2,开放申购,开放赎回
2012-08-22,1.026,1.026,0.2,开放申购,开放赎回
2012-08-23,1.025,1.025,-0.1,开放申购,开放赎回
2012-08-24,1.025,1.025,0.0,开放申购,开放赎回
2012-08-28,1.025,1.025,0.0,开放申购,开放赎回
2012-08-29,1.024,1.024,-0.1,开放申购,开放赎回
2012-08-30,1.025,1.025,0.1,开放申购,开放赎回
2012-08-31,1.03,1.03,0.49,开放申购,开放赎回
2012-09-04,1.029,1.029,-0.1,开放申购,开放赎回
2012-09-05,1.029,1.029,0.0,开放申购,开放赎回
2012-09-06,1.029,1.029,0.0,开放申购,开放赎回
2012-09-07,1.039,1.039,0.97,开放申购,开放赎回
2012-09-10,1.039,1.039,0.0,开放申购,开放赎回
2012-09-11,1.041,1.041,0.19,开放申购,开放赎回
2012-09-12,1.043,1.043,0.19,开放申购,开放赎回
2012-09-13,1.054,1.054,1.05,开放申购,开放赎回
2012-09-14,1.064,1.064,0.95,开放申购,开放赎回
2012-09-17,1.041,1.041,-2.16,开放申购,开放赎回
2012-09-18,1.042,1.042,0.1,开放申购,开放赎回
2012-09-19,1.037,1.037,-0.48,开放申购,开放赎回
2012-09-20,1.037,1.037,0.0,开放申购,开放赎回
2012-09-21,1.04,1.04,0.29,开放申购,开放赎回
2012-09-24,1.034,1.034,-0.58,开放申购,开放赎回
2012-09-25,1.034,1.034,0.0,开放申购,开放赎回
2012-09-26,1.028,1.028,-0.58,开放申购,开放赎回
2012-09-27,1.036,1.036,0.78,开放申购,开放赎回
2012-09-28,1.037,1.037,0.1,开放申购,开放赎回
2012-09-30,1.037,1.037,0.0,开放申购,开放赎回
2012-10-08,1.032,1.032,-0.48,开放申购,开放赎回
2012-10-09,1.034,1.034,0.19,开放申购,开放赎回
2012-10-10,1.031,1.031,-0.29,开放申购,开放赎回
2012-10-11,1.036,1.036,0.49,开放申购,开放赎回
2012-10-12,1.025,1.025,-1.06,开放申购,开放赎回
2012-10-15,1.017,1.017,-0.78,开放申购,开放赎回
2012-10-16,1.019,1.019,0.2,开放申购,开放赎回
2012-10-17,1.019,1.019,0.0,开放申购,开放赎回
2012-10-18,1.018,1.018,-0.1,开放申购,开放赎回
2012-10-19,1.009,1.009,-0.88,开放申购,开放赎回
2012-10-22,1.007,1.007,-0.2,开放申购,开放赎回
2012-10-23,0.997,0.997,-0.99,开放申购,开放赎回
2012-10-24,0.995,0.995,-0.2,开放申购,开放赎回
2012-10-25,0.996,0.996,0.1,开放申购,开放赎回
2012-10-26,0.996,0.996,0.0,开放申购,开放赎回
2012-10-31,0.995,0.995,-0.1,开放申购,开放赎回
2012-11-01,0.996,0.996,0.1,开放申购,开放赎回
2012-11-02,0.985,0.985,-1.1,开放申购,开放赎回
2012-11-05,0.989,0.989,0.41,开放申购,开放赎回
2012-11-06,1.0,1.0,1.11,开放申购,开放赎回
2012-11-07,0.991,0.991,-0.9,开放申购,开放赎回
2012-11-08,0.995,0.995,0.4,开放申购,开放赎回
2012-11-09,0.996,0.996,0.1,开放申购,开放赎回
2012-11-12,0.993,0.993,-0.3,开放申购,开放赎回
2012-11-13,0.991,0.991,-0.2,开放申购,开放赎回
2012-11-14,0.993,0.993,0.2,开放申购,开放赎回
2012-11-15,0.99,0.99,-0.3,开放申购,开放赎回
2012-11-16,0.99,0.99,0.0,开放申购,开放赎回
2012-11-19,1.004,1.004,1.41,开放申购,开放赎回
2012-11-20,0.999,0.999,-0.5,开放申购,开放赎回
2012-11-21,1.0,1.0,0.1,开放申购,开放赎回
2012-11-23,1.007,1.007,0.7,开放申购,开放赎回
2012-11-26,1.006,1.006,-0.1,开放申购,开放赎回
2012-11-27,1.004,1.004,-0.2,开放申购,开放赎回
2012-11-28,1.001,1.001,-0.3,开放申购,开放赎回
2012-11-29,1.008,1.008,0.7,开放申购,开放赎回
2012-11-30,1.007,1.007,-0.1,开放申购,开放赎回
2012-12-03,1.009,1.009,0.2,开放申购,开放赎回
2012-12-04,1.0,1.0,-0.89,开放申购,开放赎回
2012-12-05,1.0,1.0,0.0,开放申购,开放赎回
2012-12-06,0.996,0.996,-0.4,开放申购,开放赎回
2012-12-07,0.997,0.997,0.1,开放申购,开放赎回
2012-12-10,0.997,0.997,0.0,开放申购,开放赎回
2012-12-11,0.996,0.996,-0.1,开放申购,开放赎回
2012-12-12,1.0,1.0,0.4,开放申购,开放赎回
2012-12-13,0.992,0.992,-0.8,开放申购,开放赎回
2012-12-14,0.995,0.995,0.3,开放申购,开放赎回
2012-12-17,0.994,0.994,-0.1,开放申购,开放赎回
2012-12-18,0.991,0.991,-0.3,开放申购,开放赎回
2012-12-19,0.99,0.99,-0.1,开放申购,开放赎回
2012-12-20,0.983,0.983,-0.71,开放申购,开放赎回
2012-12-21,0.984,0.984,0.1,开放申购,开放赎回
2012-12-27,0.99,0.99,0.61,开放申购,开放赎回
2012-12-28,0.985,0.985,-0.51,开放申购,开放赎回
2012-12-31,0.99,0.99,0.51,暂停申购,暂停赎回
2013-01-04,0.984,0.984,-0.61,开放申购,开放赎回
2013-01-07,0.983,0.983,-0.1,开放申购,开放赎回
2013-01-08,0.984,0.984,0.1,开放申购,开放赎回
2013-01-09,0.983,0.983,-0.1,开放申购,开放赎回
2013-01-10,0.989,0.989,0.61,开放申购,开放赎回
2013-01-11,0.983,0.983,-0.61,开放申购,开放赎回
2013-01-14,0.985,0.985,0.2,开放申购,开放赎回
2013-01-15,0.985,0.985,0.0,开放申购,开放赎回
2013-01-16,0.987,0.987,0.2,开放申购,开放赎回
2013-01-17,0.99,0.99,0.3,开放申购,开放赎回
2013-01-18,0.993,0.993,0.3,开放申购,开放赎回
2013-01-21,0.993,0.993,0.0,暂停申购,暂停赎回
2013-01-22,0.996,0.996,0.3,开放申购,开放赎回
2013-01-23,0.995,0.995,-0.1,开放申购,开放赎回
2013-01-24,0.992,0.992,-0.3,开放申购,开放赎回
2013-01-25,0.989,0.989,-0.3,开放申购,开放赎回
2013-01-28,0.989,0.989,0.0,开放申购,开放赎回
2013-01-29,0.995,0.995,0.61,开放申购,开放赎回
2013-01-30,1.003,1.003,0.8,开放申购,开放赎回
2013-01-31,1.001,1.001,-0.2,开放申购,开放赎回
2013-02-01,1.004,1.004,0.3,开放申购,开放赎回
2013-02-04,1.003,1.003,-0.1,开放申购,开放赎回
2013-02-05,1.005,1.005,0.2,开放申购,开放赎回
2013-02-06,1.004,1.004,-0.1,开放申购,开放赎回
2013-02-07,1.0,1.0,-0.4,开放申购,开放赎回
2013-02-08,1.0,1.0,0.0,开放申购,开放赎回
2013-02-18,1.0,1.0,0.0,暂停申购,暂停赎回
2013-02-19,0.98,0.98,-2.0,开放申购,开放赎回
2013-02-20,0.967,0.967,-1.33,开放申购,开放赎回
2013-02-21,0.962,0.962,-0.52,开放申购,开放赎回
2013-02-22,0.963,0.963,0.1,开放申购,开放赎回
2013-02-25,0.962,0.962,-0.1,开放申购,开放赎回
2013-02-26,0.964,0.964,0.21,开放申购,开放赎回
2013-02-27,0.958,0.958,-0.62,开放申购,开放赎回
2013-02-28,0.953,0.953,-0.52,开放申购,开放赎回
2013-03-01,0.949,0.949,-0.42,开放申购,开放赎回
2013-03-04,0.948,0.948,-0.11,开放申购,开放赎回
2013-03-05,0.95,0.95,0.21,开放申购,开放赎回
2013-03-06,0.947,0.947,-0.32,开放申购,开放赎回
2013-03-07,0.95,0.95,0.32,开放申购,开放赎回
2013-03-08,0.95,0.95,0.0,开放申购,开放赎回
2013-03-11,0.951,0.951,0.11,开放申购,开放赎回
2013-03-12,0.954,0.954,0.32,开放申购,开放赎回
2013-03-13,0.949,0.949,-0.52,开放申购,开放赎回
2013-03-14,0.953,0.953,0.42,开放申购,开放赎回
2013-03-15,0.952,0.952,-0.1,开放申购,开放赎回
2013-03-18,0.949,0.949,-0.32,开放申购,开放赎回
2013-03-19,0.947,0.947,-0.21,开放申购,开放赎回
2013-03-20,0.949,0.949,0.21,开放申购,开放赎回
2013-03-21,0.949,0.949,0.0,开放申购,开放赎回
2013-03-22,0.949,0.949,0.0,开放申购,开放赎回
2013-03-25,0.948,0.948,-0.11,开放申购,开放赎回
2013-03-26,0.951,0.951,0.32,开放申购,开放赎回
2013-03-27,0.954,0.954,0.32,开放申购,开放赎回
2013-03-28,0.949,0.949,-0.52,开放申购,开放赎回
2013-04-02,0.94,0.94,-0.95,开放申购,开放赎回
2013-04-03,0.932,0.932,-0.85,开放申购,开放赎回
2013-04-08,0.933,0.933,0.11,开放申购,开放赎回
2013-04-09,0.939,0.939,0.64,开放申购,开放赎回
2013-04-10,0.932,0.932,-0.75,开放申购,开放赎回
2013-04-11,0.931,0.931,-0.11,开放申购,开放赎回
2013-04-12,0.915,0.915,-1.72,开放申购,开放赎回
2013-04-15,0.886,0.886,-3.17,开放申购,开放赎回
2013-04-16,0.894,0.894,0.9,开放申购,开放赎回
2013-04-17,0.885,0.885,-1.01,开放申购,开放赎回
2013-04-18,0.893,0.893,0.9,开放申购,开放赎回
2013-04-19,0.892,0.892,-0.11,开放申购,开放赎回
2013-04-22,0.896,0.896,0.45,开放申购,开放赎回
2013-04-23,0.89,0.89,-0.67,开放申购,开放赎回
2013-04-24,0.897,0.897,0.79,开放申购,开放赎回
2013-04-25,0.908,0.908,1.23,开放申购,开放赎回
2013-04-26,0.901,0.901,-0.77,开放申购,开放赎回
2013-05-02,0.899,0.899,-0.22,开放申购,开放赎回
2013-05-03,0.908,0.908,1.0,开放申购,开放赎回
2013-05-07,0.903,0.903,-0.55,开放申购,开放赎回
2013-05-08,0.907,0.907,0.44,开放申购,开放赎回
2013-05-09,0.903,0.903,-0.44,开放申购,开放赎回
2013-05-10,0.901,0.901,-0.22,开放申购,开放赎回
2013-05-13,0.898,0.898,-0.33,开放申购,开放赎回
2013-05-14,0.894,0.894,-0.45,开放申购,开放赎回
2013-05-15,0.888,0.888,-0.67,开放申购,开放赎回
2013-05-16,0.888,0.888,0.0,开放申购,开放赎回
2013-05-17,0.885,0.885,-0.34,开放申购,开放赎回
2013-05-20,0.893,0.893,0.9,开放申购,开放赎回
2013-05-21,0.886,0.886,-0.78,开放申购,开放赎回
2013-05-22,0.883,0.883,-0.34,开放申购,开放赎回
2013-05-23,0.887,0.887,0.45,开放申购,开放赎回
2013-05-24,0.883,0.883,-0.45,开放申购,开放赎回
2013-05-28,0.886,0.886,0.34,开放申购,开放赎回
2013-05-29,0.885,0.885,-0.11,开放申购,开放赎回
2013-05-30,0.888,0.888,0.34,开放申购,开放赎回
2013-05-31,0.88,0.88,-0.9,开放申购,开放赎回
2013-06-03,0.889,0.889,1.02,开放申购,开放赎回
2013-06-04,0.889,0.889,0.0,开放申购,开放赎回
2013-06-05,0.888,0.888,-0.11,开放申购,开放赎回
2013-06-06,0.891,0.891,0.34,开放申购,开放赎回
2013-06-07,0.884,0.884,-0.79,开放申购,开放赎回
2013-06-13,0.88,0.88,-0.45,开放申购,开放赎回
2013-06-14,0.881,0.881,0.11,开放申购,开放赎回
2013-06-17,0.881,0.881,0.0,开放申购,开放赎回
2013-06-18,0.88,0.88,-0.11,开放申购,开放赎回
2013-06-19,0.879,0.879,-0.11,开放申购,开放赎回
2013-06-20,0.857,0.857,-2.5,开放申购,开放赎回
2013-06-21,0.858,0.858,0.12,开放申购,开放赎回
2013-06-24,0.854,0.854,-0.47,开放申购,开放赎回
2013-06-25,0.854,0.854,0.0,开放申购,开放赎回
2013-06-26,0.847,0.847,-0.82,开放申购,开放赎回
2013-06-27,0.845,0.845,-0.24,开放申购,开放赎回
2013-06-28,0.846,0.846,0.12,开放申购,开放赎回
2013-06-30,0.846,0.846,0.0,开放申购,开放赎回
2013-07-01,0.851,0.851,0.59,开放申购,开放赎回
2013-07-02,0.851,0.851,0.0,开放申购,开放赎回
2013-07-03,0.856,0.856,0.59,开放申购,开放赎回
2013-07-05,0.851,0.851,-0.58,开放申购,开放赎回
2013-07-08,0.855,0.855,0.47,开放申购,开放赎回
2013-07-09,0.856,0.856,0.12,开放申购,开放赎回
2013-07-10,0.858,0.858,0.23,开放申购,开放赎回
2013-07-11,0.863,0.863,0.58,开放申购,开放赎回
2013-07-12,0.864,0.864,0.12,开放申购,开放赎回
2013-07-15,0.864,0.864,0.0,开放申购,开放赎回
2013-07-16,0.866,0.866,0.23,开放申购,开放赎回
2013-07-17,0.863,0.863,-0.35,开放申购,开放赎回
2013-07-18,0.866,0.866,0.35,开放申购,开放赎回
2013-07-19,0.868,0.868,0.23,开放申购,开放赎回
2013-07-22,0.871,0.871,0.35,开放申购,开放赎回
2013-07-23,0.872,0.872,0.11,开放申购,开放赎回
2013-07-24,0.866,0.866,-0.69,开放申购,开放赎回
2013-07-25,0.867,0.867,0.12,开放申购,开放赎回
2013-07-26,0.862,0.862,-0.58,开放申购,开放赎回
2013-07-29,0.861,0.861,-0.12,开放申购,开放赎回
2013-07-30,0.859,0.859,-0.23,开放申购,开放赎回
2013-07-31,0.863,0.863,0.47,开放申购,开放赎回
2013-08-01,0.863,0.863,0.0,开放申购,开放赎回
2013-08-02,0.862,0.862,-0.12,开放申购,开放赎回
2013-08-05,0.859,0.859,-0.35,开放申购,开放赎回
2013-08-06,0.855,0.855,-0.47,开放申购,开放赎回
2013-08-07,0.852,0.852,-0.35,开放申购,开放赎回
2013-08-08,0.86,0.86,0.94,开放申购,开放赎回
2013-08-09,0.863,0.863,0.35,开放申购,开放赎回
2013-08-12,0.87,0.87,0.81,开放申购,开放赎回
2013-08-13,0.869,0.869,-0.11,开放申购,开放赎回
2013-08-14,0.874,0.874,0.58,开放申购,开放赎回
2013-08-15,0.88,0.88,0.69,开放申购,开放赎回
2013-08-16,0.882,0.882,0.23,开放申购,开放赎回
2013-08-19,0.881,0.881,-0.11,开放申购,开放赎回
2013-08-20,0.879,0.879,-0.23,开放申购,开放赎回
2013-08-21,0.876,0.876,-0.34,开放申购,开放赎回
2013-08-22,0.877,0.877,0.11,开放申购,开放赎回
2013-08-23,0.883,0.883,0.68,开放申购,开放赎回
2013-08-27,0.89,0.89,0.79,开放申购,开放赎回
2013-08-28,0.891,0.891,0.11,开放申购,开放赎回
2013-08-29,0.885,0.885,-0.67,开放申购,开放赎回
2013-08-30,0.881,0.881,-0.45,开放申购,开放赎回
2013-09-03,0.887,0.887,0.68,开放申购,开放赎回
2013-09-04,0.88,0.88,-0.79,开放申购,开放赎回
2013-09-05,0.878,0.878,-0.23,开放申购,开放赎回
2013-09-06,0.883,0.883,0.57,开放申购,开放赎回
2013-09-09,0.879,0.879,-0.45,开放申购,开放赎回
2013-09-10,0.872,0.872,-0.8,开放申购,开放赎回
2013-09-11,0.873,0.873,0.11,开放申购,开放赎回
2013-09-12,0.871,0.871,-0.23,开放申购,开放赎回
2013-09-13,0.87,0.87,-0.11,开放申购,开放赎回
2013-09-16,0.862,0.862,-0.92,开放申购,开放赎回
2013-09-17,0.857,0.857,-0.58,开放申购,开放赎回
2013-09-18,0.873,0.873,1.87,开放申购,开放赎回
2013-09-23,0.857,0.857,-1.83,开放申购,开放赎回
2013-09-24,0.858,0.858,0.12,开放申购,开放赎回
2013-09-25,0.859,0.859,0.12,开放申购,开放赎回
2013-09-26,0.861,0.861,0.23,开放申购,开放赎回
2013-09-27,0.861,0.861,0.0,开放申购,开放赎回
2013-09-30,0.859,0.859,-0.23,开放申购,开放赎回
2013-10-08,0.863,0.863,0.47,开放申购,开放赎回
2013-10-09,0.858,0.858,-0.58,开放申购,开放赎回
2013-10-10,0.862,0.862,0.47,开放申购,开放赎回
2013-10-11,0.859,0.859,-0.35,开放申购,开放赎回
2013-10-14,0.859,0.859,0.0,开放申购,开放赎回
2013-10-15,0.858,0.858,-0.12,开放申购,开放赎回
2013-10-16,0.861,0.861,0.35,开放申购,开放赎回
2013-10-17,0.862,0.862,0.12,开放申购,开放赎回
2013-10-18,0.863,0.863,0.12,开放申购,开放赎回
2013-10-21,0.861,0.861,-0.23,开放申购,开放赎回
2013-10-22,0.864,0.864,0.35,开放申购,开放赎回
2013-10-23,0.854,0.854,-1.16,开放申购,开放赎回
2013-10-24,0.856,0.856,0.23,开放申购,开放赎回
2013-10-25,0.858,0.858,0.23,开放申购,开放赎回
2013-10-28,0.859,0.859,0.12,开放申购,开放赎回
2013-10-29,0.857,0.857,-0.23,开放申购,开放赎回
2013-10-30,0.859,0.859,0.23,开放申购,开放赎回
2013-10-31,0.851,0.851,-0.93,开放申购,开放赎回
2013-11-01,0.844,0.844,-0.82,开放申购,开放赎回
2013-11-04,0.841,0.841,-0.36,开放申购,开放赎回
2013-11-05,0.84,0.84,-0.12,开放申购,开放赎回
2013-11-06,0.84,0.84,0.0,开放申购,开放赎回
2013-11-07,0.836,0.836,-0.48,开放申购,开放赎回
2013-11-08,0.835,0.835,-0.12,开放申购,开放赎回
2013-11-11,0.837,0.837,0.24,开放申购,开放赎回
2013-11-12,0.831,0.831,-0.72,开放申购,开放赎回
2013-11-13,0.832,0.832,0.12,开放申购,开放赎回
2013-11-14,0.835,0.835,0.36,开放申购,开放赎回
2013-11-15,0.836,0.836,0.12,开放申购,开放赎回
2013-11-18,0.83,0.83,-0.72,开放申购,开放赎回
2013-11-19,0.83,0.83,0.0,开放申购,开放赎回
2013-11-20,0.827,0.827,-0.36,开放申购,开放赎回
2013-11-21,0.834,0.834,0.85,开放申购,开放赎回
2013-11-22,0.835,0.835,0.12,开放申购,开放赎回
2013-11-25,0.834,0.834,-0.12,开放申购,开放赎回
2013-11-26,0.833,0.833,-0.12,开放申购,开放赎回
2013-11-27,0.831,0.831,-0.24,开放申购,开放赎回
2013-11-29,0.833,0.833,0.24,开放申购,开放赎回
2013-12-02,0.829,0.829,-0.48,开放申购,开放赎回
2013-12-03,0.832,0.832,0.36,开放申购,开放赎回
2013-12-04,0.836,0.836,0.48,开放申购,开放赎回
2013-12-05,0.832,0.832,-0.48,开放申购,开放赎回
2013-12-06,0.834,0.834,0.24,开放申购,开放赎回
2013-12-09,0.832,0.832,-0.24,开放申购,开放赎回
2013-12-10,0.837,0.837,0.6,开放申购,开放赎回
2013-12-11,0.836,0.836,-0.12,开放申购,开放赎回
2013-12-12,0.829,0.829,-0.84,开放申购,开放赎回
2013-12-13,0.829,0.829,0.0,开放申购,开放赎回
2013-12-16,0.831,0.831,0.24,开放申购,开放赎回
2013-12-17,0.827,0.827,-0.48,开放申购,开放赎回
2013-12-18,0.828,0.828,0.12,开放申购,开放赎回
2013-12-19,0.826,0.826,-0.24,开放申购,开放赎回
2013-12-20,0.832,0.832,0.73,开放申购,开放赎回
2013-12-23,0.831,0.831,-0.12,开放申购,开放赎回
2013-12-27,0.836,0.836,0.6,开放申购,开放赎回
2013-12-30,0.83,0.83,-0.72,开放申购,开放赎回
2013-12-31,0.828,0.828,-0.24,暂停申购,暂停赎回
2014-01-02,0.823,0.823,-0.6,开放申购,开放赎回
2014-01-03,0.822,0.822,-0.12,开放申购,开放赎回
2014-01-06,0.823,0.823,0.12,开放申购,开放赎回
2014-01-07,0.821,0.821,-0.24,开放申购,开放赎回
2014-01-08,0.817,0.817,-0.49,开放申购,开放赎回
2014-01-09,0.812,0.812,-0.61,开放申购,开放赎回
2014-01-10,0.818,0.818,0.74,开放申购,开放赎回
2014-01-13,0.817,0.817,-0.12,开放申购,开放赎回
2014-01-14,0.815,0.815,-0.24,开放申购,开放赎回
2014-01-15,0.819,0.819,0.49,开放申购,开放赎回
2014-01-16,0.818,0.818,-0.12,开放申购,开放赎回
2014-01-17,0.82,0.82,0.24,开放申购,开放赎回
2014-01-21,0.82,0.82,0.0,开放申购,开放赎回
2014-01-22,0.822,0.822,0.24,开放申购,开放赎回
2014-01-23,0.822,0.822,0.0,开放申购,开放赎回
2014-01-24,0.822,0.822,0.0,开放申购,开放赎回
2014-01-27,0.817,0.817,-0.61,开放申购,开放赎回
2014-01-28,0.82,0.82,0.37,开放申购,开放赎回
2014-01-29,0.821,0.821,0.12,开放申购,开放赎回
2014-01-30,0.817,0.817,-0.49,开放申购,开放赎回
2014-02-07,0.831,0.831,1.71,开放申购,开放赎回
2014-02-10,0.828,0.828,-0.36,开放申购,开放赎回
2014-02-11,0.831,0.831,0.36,开放申购,开放赎回
2014-02-12,0.833,0.833,0.24,开放申购,开放赎回
2014-02-13,0.837,0.837,0.48,开放申购,开放赎回
2014-02-14,0.84,0.84,0.36,开放申购,开放赎回
2014-02-18,0.85,0.85,1.19,开放申购,开放赎回
2014-02-19,0.852,0.852,0.24,开放申购,开放赎回
2014-02-20,0.854,0.854,0.23,开放申购,开放赎回
2014-02-21,0.853,0.853,-0.12,开放申购,开放赎回
2014-02-24,0.857,0.857,0.47,开放申购,开放赎回
2014-02-25,0.855,0.855,-0.23,开放申购,开放赎回
2014-02-26,0.852,0.852,-0.35,开放申购,开放赎回
2014-02-27,0.852,0.852,0.0,开放申购,开放赎回
2014-02-28,0.853,0.853,0.12,开放申购,开放赎回
2014-03-03,0.863,0.863,1.17,开放申购,开放赎回
2014-03-04,0.861,0.861,-0.23,开放申购,开放赎回
2014-03-05,0.859,0.859,-0.23,开放申购,开放赎回
2014-03-06,0.864,0.864,0.58,开放申购,开放赎回
2014-03-07,0.858,0.858,-0.69,开放申购,开放赎回
2014-03-10,0.856,0.856,-0.23,开放申购,开放赎回
2014-03-11,0.855,0.855,-0.12,开放申购,开放赎回
2014-03-12,0.856,0.856,0.12,开放申购,开放赎回
2014-03-13,0.853,0.853,-0.35,开放申购,开放赎回
2014-03-14,0.857,0.857,0.47,开放申购,开放赎回
2014-03-17,0.849,0.849,-0.93,开放申购,开放赎回
2014-03-18,0.852,0.852,0.35,开放申购,开放赎回
2014-03-19,0.848,0.848,-0.47,开放申购,开放赎回
2014-03-20,0.844,0.844,-0.47,开放申购,开放赎回
2014-03-21,0.845,0.845,0.12,开放申购,开放赎回
2014-03-24,0.842,0.842,-0.36,开放申购,开放赎回
2014-03-25,0.846,0.846,0.48,开放申购,开放赎回
2014-03-26,0.844,0.844,-0.24,开放申购,开放赎回
2014-03-27,0.849,0.849,0.59,开放申购,开放赎回
2014-03-28,0.851,0.851,0.24,开放申购,开放赎回
2014-03-31,0.849,0.849,-0.24,开放申购,开放赎回
2014-04-01,0.844,0.844,-0.59,开放申购,开放赎回
2014-04-02,0.842,0.842,-0.24,开放申购,开放赎回
2014-04-03,0.846,0.846,0.48,开放申购,开放赎回
2014-04-04,0.85,0.85,0.47,开放申购,开放赎回
2014-04-08,0.854,0.854,0.47,开放申购,开放赎回
2014-04-09,0.856,0.856,0.23,开放申购,开放赎回
2014-04-10,0.857,0.857,0.12,开放申购,开放赎回
2014-04-11,0.855,0.855,-0.23,开放申购,开放赎回
2014-04-14,0.86,0.86,0.58,开放申购,开放赎回
2014-04-15,0.857,0.857,-0.35,开放申购,开放赎回
2014-04-16,0.858,0.858,0.12,开放申购,开放赎回
2014-04-17,0.86,0.86,0.23,开放申购,开放赎回
2014-04-22,0.859,0.859,,开放申购,开放赎回
2014-04-23,0.858,0.858,-0.12,开放申购,开放赎回
2014-04-24,0.862,0.862,0.47,开放申购,开放赎回
2014-04-25,0.859,0.859,-0.35,开放申购,开放赎回
2014-04-28,0.856,0.856,-0.35,开放申购,开放赎回
2014-04-29,0.858,0.858,0.23,开放申购,开放赎回
2014-04-30,0.854,0.854,-0.47,开放申购,开放赎回
2014-05-05,0.854,0.854,0.0,暂停申购,暂停赎回
2014-05-06,0.852,0.852,-0.23,开放申购,开放赎回
2014-05-07,0.851,0.851,-0.12,开放申购,开放赎回
2014-05-08,0.849,0.849,-0.24,开放申购,开放赎回
2014-05-09,0.846,0.846,-0.35,开放申购,开放赎回
2014-05-12,0.851,0.851,0.59,开放申购,开放赎回
2014-05-13,0.852,0.852,0.12,开放申购,开放赎回
2014-05-14,0.856,0.856,0.47,开放申购,开放赎回
2014-05-15,0.852,0.852,-0.47,开放申购,开放赎回
2014-05-16,0.851,0.851,-0.12,开放申购,开放赎回
2014-05-19,0.852,0.852,0.12,开放申购,开放赎回
2014-05-20,0.852,0.852,0.0,开放申购,开放赎回
2014-05-21,0.853,0.853,0.12,开放申购,开放赎回
