净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态
2016-01-05,0.405,0.405,-2.17,开放申购,开放赎回
2016-01-06,0.389,0.389,-3.95,开放申购,开放赎回
2016-01-07,0.383,0.383,-1.54,限制大额申购,开放赎回
2016-01-08,0.379,0.379,-1.04,限制大额申购,开放赎回
2016-01-11,0.362,0.362,-4.49,限制大额申购,开放赎回
2016-01-12,0.36,0.36,-0.55,限制大额申购,开放赎回
2016-01-13,0.356,0.356,-1.11,限制大额申购,开放赎回
2016-01-14,0.362,0.362,1.69,限制大额申购,开放赎回
2016-01-15,0.352,0.352,-2.76,限制大额申购,开放赎回
2016-01-19,0.344,0.344,,限制大额申购,开放赎回
2016-01-20,0.336,0.336,-2.33,限制大额申购,开放赎回
2016-01-21,0.332,0.332,-1.19,限制大额申购,开放赎回
2016-01-22,0.353,0.353,6.33,限制大额申购,开放赎回
2016-01-25,0.331,0.331,-6.23,限制大额申购,开放赎回
2016-01-26,0.344,0.344,3.93,限制大额申购,开放赎回
2016-01-27,0.35,0.35,1.74,限制大额申购,开放赎回
2016-01-28,0.367,0.367,4.86,限制大额申购,开放赎回
2016-01-29,0.366,0.366,-0.27,限制大额申购,开放赎回
2016-02-01,0.344,0.344,-6.01,限制大额申购,开放赎回
2016-02-02,0.33,0.33,-4.07,限制大额申购,开放赎回
2016-02-03,0.355,0.355,7.58,限制大额申购,开放赎回
2016-02-04,0.347,0.347,-2.25,限制大额申购,开放赎回
2016-02-05,0.34,0.34,-2.02,限制大额申购,开放赎回
2016-02-16,0.32,0.32,,限制大额申购,开放赎回
2016-02-17,0.336,0.336,5.0,限制大额申购,开放赎回
2016-02-18,0.331,0.331,-1.49,限制大额申购,开放赎回
2016-02-19,0.327,0.327,-1.21,限制大额申购,开放赎回
2016-02-22,0.338,0.338,3.36,限制大额申购,开放赎回
2016-02-23,0.326,0.326,-3.55,限制大额申购,开放赎回
2016-02-24,0.33,0.33,1.23,暂停申购,开放赎回
2016-02-25,0.336,0.336,1.82,暂停申购,开放赎回
2016-02-26,0.335,0.335,-0.3,暂停申购,开放赎回
2016-02-29,0.344,0.344,2.69,暂停申购,开放赎回
2016-03-01,0.349,0.349,1.45,暂停申购,开放赎回
2016-03-02,0.354,0.354,1.43,暂停申购,开放赎回
2016-03-03,0.352,0.352,-0.57,暂停申购,开放赎回
2016-03-04,0.368,0.368,4.55,暂停申购,开放赎回
2016-03-07,0.386,0.386,4.89,暂停申购,开放赎回
2016-03-08,0.368,0.368,-4.66,暂停申购,开放赎回
2016-03-09,0.386,0.386,4.89,暂停申购,开放赎回
2016-03-10,0.382,0.382,-1.04,暂停申购,开放赎回
2016-03-11,0.386,0.386,1.05,暂停申购,开放赎回
2016-03-14,0.375,0.375,-2.85,暂停申购,开放赎回
2016-03-15,0.369,0.369,-1.6,暂停申购,开放赎回
2016-03-16,0.386,0.386,4.61,暂停申购,开放赎回
2016-03-17,0.399,0.399,3.37,暂停申购,开放赎回
2016-03-18,0.395,0.395,-1.0,暂停申购,开放赎回
2016-03-21,0.401,0.401,1.52,暂停申购,开放赎回
2016-03-22,0.399,0.399,-0.5,暂停申购,开放赎回
2016-03-23,0.382,0.382,-4.26,暂停申购,开放赎回
2016-03-24,0.38,0.38,-0.52,暂停申购,开放赎回
2016-03-28,0.379,0.379,,暂停申购,开放赎回
2016-03-29,0.37,0.37,-2.37,暂停申购,开放赎回
2016-03-30,0.366,0.366,-1.08,暂停申购,开放赎回
2016-03-31,0.364,0.364,-0.55,暂停申购,开放赎回
2016-04-01,0.35,0.35,-3.85,暂停申购,开放赎回
2016-04-05,0.343,0.343,-2.0,暂停申购,开放赎回
2016-04-06,0.361,0.361,5.25,暂停申购,开放赎回
2016-04-07,0.357,0.357,-1.11,暂停申购,开放赎回
2016-04-08,0.376,0.376,5.32,暂停申购,开放赎回
2016-04-11,0.384,0.384,2.13,暂停申购,开放赎回
2016-04-12,0.399,0.399,3.91,暂停申购,开放赎回
2016-04-13,0.394,0.394,-1.25,暂停申购,开放赎回
2016-04-14,0.394,0.394,0.0,暂停申购,开放赎回
2016-04-15,0.384,0.384,-2.54,暂停申购,开放赎回
2016-04-18,0.38,0.38,-1.04,暂停申购,开放赎回
2016-04-19,0.39,0.39,2.63,暂停申购,开放赎回
2016-04-20,0.402,0.402,3.08,暂停申购,开放赎回
2016-04-21,0.401,0.401,-0.25,暂停申购,开放赎回
2016-04-22,0.403,0.403,0.5,暂停申购,开放赎回
2016-04-25,0.397,0.397,-1.49,暂停申购,开放赎回
2016-04-26,0.406,0.406,2.27,暂停申购,开放赎回
2016-04-27,0.419,0.419,3.2,暂停申购,开放赎回
2016-04-28,0.422,0.422,0.72,暂停申购,开放赎回
2016-04-29,0.422,0.422,0.0,暂停申购,开放赎回
2016-05-03,0.4,0.4,-5.21,暂停申购,开放赎回
2016-05-04,0.404,0.404,1.0,暂停申购,开放赎回
2016-05-05,0.409,0.409,1.24,暂停申购,开放赎回
2016-05-06,0.412,0.412,0.73,暂停申购,开放赎回
2016-05-09,0.399,0.399,-3.16,暂停申购,开放赎回
2016-05-10,0.413,0.413,3.51,暂停申购,开放赎回
2016-05-11,0.427,0.427,3.39,暂停申购,开放赎回
2016-05-12,0.43,0.43,0.7,暂停申购,开放赎回
2016-05-13,0.429,0.429,-0.23,暂停申购,开放赎回
2016-05-16,0.445,0.445,3.73,暂停申购,开放赎回
2016-05-17,0.451,0.451,1.35,暂停申购,开放赎回
2016-05-18,0.443,0.443,-1.77,暂停申购,开放赎回
2016-05-19,0.447,0.447,0.9,暂停申购,开放赎回
2016-05-20,0.446,0.446,-0.22,暂停申购,开放赎回
2016-05-23,0.442,0.442,-0.9,暂停申购,开放赎回
2016-05-24,0.448,0.448,1.36,暂停申购,开放赎回
2016-05-25,0.459,0.459,2.46,暂停申购,开放赎回
2016-05-26,0.454,0.454,-1.09,暂停申购,开放赎回
2016-05-27,0.455,0.455,0.22,暂停申购,开放赎回
2016-05-31,0.452,0.452,,暂停申购,开放赎回
2016-06-01,0.456,0.456,0.89,暂停申购,开放赎回
2016-06-02,0.452,0.452,-0.88,暂停申购,开放赎回
2016-06-03,0.45,0.45,-0.44,暂停申购,开放赎回
2016-06-06,0.457,0.457,1.56,暂停申购,开放赎回
2016-06-07,0.466,0.466,1.97,暂停申购,开放赎回
2016-06-08,0.475,0.475,1.93,暂停申购,开放赎回
2016-06-13,0.448,0.448,-5.68,暂停申购,开放赎回
2016-06-14,0.446,0.446,-0.45,暂停申购,开放赎回
2016-06-15,0.437,0.437,-2.02,暂停申购,开放赎回
2016-06-16,0.421,0.421,-3.66,暂停申购,开放赎回
2016-06-17,0.443,0.443,5.23,暂停申购,开放赎回
2016-06-20,0.453,0.453,2.26,暂停申购,开放赎回
2016-06-21,0.453,0.453,0.0,暂停申购,开放赎回
2016-06-22,0.451,0.451,-0.44,暂停申购,开放赎回
2016-06-23,0.456,0.456,1.11,暂停申购,开放赎回
2016-06-24,0.432,0.432,-5.26,暂停申购,开放赎回
2016-06-27,0.428,0.428,-0.93,暂停申购,开放赎回
2016-06-28,0.44,0.44,2.8,暂停申购,开放赎回
2016-06-29,0.451,0.451,2.5,暂停申购,开放赎回
2016-06-30,0.442,0.442,-2.0,暂停申购,开放赎回
2016-07-01,0.451,0.451,2.04,暂停申购,开放赎回
2016-07-05,0.428,0.428,,暂停申购,开放赎回
2016-07-06,0.435,0.435,1.64,暂停申购,开放赎回
2016-07-07,0.415,0.415,-4.6,暂停申购,开放赎回
2016-07-08,0.416,0.416,0.24,暂停申购,开放赎回
2016-07-11,0.41,0.41,-1.44,暂停申购,开放赎回
2016-07-12,0.43,0.43,4.88,暂停申购,开放赎回
2016-07-13,0.413,0.413,-3.95,暂停申购,开放赎回
2016-07-14,0.417,0.417,0.97,暂停申购,开放赎回
2016-07-15,0.421,0.421,0.96,暂停申购,开放赎回
2016-07-18,0.416,0.416,-1.19,暂停申购,开放赎回
2016-07-19,0.412,0.412,-0.96,暂停申购,开放赎回
2016-07-20,0.413,0.413,0.24,暂停申购,开放赎回
2016-07-21,0.404,0.404,-2.18,暂停申购,开放赎回
2016-07-22,0.4,0.4,-0.99,暂停申购,开放赎回
2016-07-25,0.392,0.392,-2.0,暂停申购,开放赎回
2016-07-26,0.389,0.389,-0.77,暂停申购,开放赎回
2016-07-27,0.382,0.382,-1.8,暂停申购,开放赎回
2016-07-28,0.374,0.374,-2.09,暂停申购,开放赎回
2016-07-29,0.376,0.376,0.53,暂停申购,开放赎回
2016-08-01,0.363,0.363,-3.46,暂停申购,开放赎回
2016-08-02,0.36,0.36,-0.83,暂停申购,开放赎回
2016-08-03,0.372,0.372,3.33,暂停申购,开放赎回
2016-08-04,0.379,0.379,1.88,暂停申购,开放赎回
2016-08-05,0.38,0.38,0.26,暂停申购,开放赎回
2016-08-08,0.39,0.39,2.63,暂停申购,开放赎回
2016-08-09,0.389,0.389,-0.26,暂停申购,开放赎回
2016-08-10,0.377,0.377,-3.08,暂停申购,开放赎回
2016-08-11,0.392,0.392,3.98,暂停申购,开放赎回
2016-08-12,0.405,0.405,3.32,暂停申购,开放赎回
2016-08-15,0.415,0.415,2.47,暂停申购,开放赎回
2016-08-16,0.42,0.42,1.2,暂停申购,开放赎回
2016-08-17,0.422,0.422,0.48,暂停申购,开放赎回
2016-08-18,0.435,0.435,3.08,暂停申购,开放赎回
2016-08-19,0.436,0.436,0.23,暂停申购,开放赎回
2016-08-22,0.423,0.423,-2.98,暂停申购,开放赎回
2016-08-23,0.428,0.428,1.18,暂停申购,开放赎回
2016-08-24,0.416,0.416,-2.8,暂停申购,开放赎回
2016-08-25,0.422,0.422,1.44,暂停申购,开放赎回
2016-08-26,0.422,0.422,0.0,暂停申购,开放赎回
2016-08-29,0.42,0.42,-0.47,暂停申购,开放赎回
2016-08-30,0.415,0.415,-1.19,暂停申购,开放赎回
2016-08-31,0.401,0.401,-3.37,暂停申购,开放赎回
2016-09-01,0.388,0.388,-3.24,暂停申购,开放赎回
2016-09-02,0.394,0.394,1.55,暂停申购,开放赎回
2016-09-06,0.4,0.4,,暂停申购,开放赎回
2016-09-07,0.404,0.404,1.0,暂停申购,开放赎回
2016-09-08,0.422,0.422,4.46,暂停申购,开放赎回
2016-09-09,0.407,0.407,-3.55,暂停申购,开放赎回
2016-09-12,0.41,0.41,0.74,暂停申购,开放赎回
2016-09-13,0.399,0.399,-2.68,暂停申购,开放赎回
2016-09-14,0.389,0.389,-2.51,暂停申购,开放赎回
2016-09-19,0.385,0.385,-1.03,暂停申购,开放赎回
2016-09-20,0.387,0.387,0.52,暂停申购,开放赎回
2016-09-21,0.399,0.399,3.1,暂停申购,开放赎回
2016-09-22,0.403,0.403,1.0,暂停申购,开放赎回
2016-09-23,0.391,0.391,-2.98,暂停申购,开放赎回
2016-09-26,0.399,0.399,2.05,暂停申购,开放赎回
2016-09-27,0.389,0.389,-2.51,暂停申购,开放赎回
2016-09-28,0.407,0.407,4.63,暂停申购,开放赎回
2016-09-29,0.415,0.415,1.97,暂停申购,开放赎回
2016-09-30,0.418,0.418,0.72,暂停申购,开放赎回
2016-10-10,0.449,0.449,7.42,暂停申购,开放赎回
2016-10-11,0.446,0.446,-0.67,暂停申购,开放赎回
2016-10-12,0.442,0.442,-0.9,暂停申购,开放赎回
2016-10-13,0.444,0.444,0.45,暂停申购,开放赎回
2016-10-14,0.442,0.442,-0.45,暂停申购,开放赎回
2016-10-17,0.439,0.439,-0.68,暂停申购,开放赎回
2016-10-18,0.442,0.442,0.68,暂停申购,开放赎回
2016-10-19,0.45,0.45,1.81,暂停申购,开放赎回
2016-10-20,0.441,0.441,-2.0,暂停申购,开放赎回
2016-10-21,0.446,0.446,1.13,暂停申购,开放赎回
2016-10-24,0.444,0.444,-0.45,暂停申购,开放赎回
2016-10-25,0.438,0.438,-1.35,暂停申购,开放赎回
2016-10-26,0.431,0.431,-1.6,暂停申购,开放赎回
2016-10-27,0.436,0.436,1.16,暂停申购,开放赎回
2016-10-28,0.428,0.428,-1.83,暂停申购,开放赎回
2016-10-31,0.408,0.408,-4.67,暂停申购,开放赎回
2016-11-01,0.41,0.41,0.49,暂停申购,开放赎回
2016-11-02,0.398,0.398,-2.93,暂停申购,开放赎回
2016-11-03,0.39,0.39,-2.01,暂停申购,开放赎回
2016-11-04,0.387,0.387,-0.77,暂停申购,开放赎回
2016-11-07,0.394,0.394,1.81,暂停申购,开放赎回
2016-11-08,0.393,0.393,-0.25,暂停申购,开放赎回
2016-11-09,0.4,0.4,1.78,暂停申购,开放赎回
2016-11-10,0.393,0.393,-1.75,暂停申购,开放赎回
2016-11-11,0.385,0.385,-2.04,暂停申购,开放赎回
2016-11-14,0.389,0.389,1.04,暂停申购,开放赎回
2016-11-15,0.407,0.407,4.63,暂停申购,开放赎回
2016-11-16,0.403,0.403,-0.98,暂停申购,开放赎回
2016-11-17,0.399,0.399,-0.99,暂停申购,开放赎回
2016-11-18,0.407,0.407,2.01,暂停申购,开放赎回
2016-11-21,0.427,0.427,4.91,暂停申购,开放赎回
2016-11-22,0.421,0.421,-1.41,暂停申购,开放赎回
2016-11-23,0.423,0.423,0.48,暂停申购,开放赎回
2016-11-25,0.411,0.411,,暂停申购,开放赎回
2016-11-28,0.413,0.413,0.49,暂停申购,开放赎回
2016-11-29,0.397,0.397,-3.87,暂停申购,开放赎回
2016-11-30,0.431,0.431,8.56,暂停申购,开放赎回
2016-12-01,0.448,0.448,3.94,暂停申购,开放赎回
2016-12-02,0.454,0.454,1.34,暂停申购,开放赎回
2016-12-05,0.451,0.451,-0.66,暂停申购,开放赎回
2016-12-06,0.446,0.446,-1.11,暂停申购,开放赎回
2016-12-07,0.44,0.44,-1.35,暂停申购,开放赎回
2016-12-08,0.447,0.447,1.59,暂停申购,开放赎回
2016-12-09,0.454,0.454,1.57,暂停申购,开放赎回
2016-12-12,0.462,0.462,1.76,暂停申购,开放赎回
2016-12-13,0.465,0.465,0.65,暂停申购,开放赎回
2016-12-14,0.45,0.45,-3.23,暂停申购,开放赎回
2016-12-15,0.454,0.454,0.89,暂停申购,开放赎回
2016-12-16,0.462,0.462,1.76,暂停申购,开放赎回
2016-12-19,0.459,0.459,-0.65,暂停申购,开放赎回
2016-12-20,0.465,0.465,1.31,暂停申购,开放赎回
2016-12-21,0.458,0.458,-1.51,暂停申购,开放赎回
2016-12-22,0.459,0.459,0.22,暂停申购,开放赎回
2016-12-23,0.462,0.462,0.65,暂停申购,开放赎回
2016-12-27,0.469,0.469,,暂停申购,开放赎回
2016-12-28,0.47,0.47,0.21,暂停申购,开放赎回
2016-12-29,0.469,0.469,-0.21,暂停申购,开放赎回
2016-12-30,0.468,0.468,-0.21,暂停申购,开放赎回
2016-12-31,0.468,0.468,0.0,暂停申购,开放赎回
2017-01-03,0.458,0.458,-2.14,暂停申购,开放赎回
2017-01-04,0.463,0.463,1.09,暂停申购,开放赎回
2017-01-05,0.466,0.466,0.65,暂停申购,开放赎回
2017-01-06,0.462,0.462,-0.86,暂停申购,开放赎回
2017-01-09,0.451,0.451,-2.38,暂停申购,开放赎回
2017-01-10,0.442,0.442,-2.0,暂停申购,开放赎回
2017-01-11,0.453,0.453,2.49,暂停申购,开放赎回
2017-01-12,0.459,0.459,1.32,暂停申购,开放赎回
2017-01-13,0.453,0.453,-1.31,暂停申购,开放赎回
2017-01-17,0.452,0.452,,暂停申购,开放赎回
2017-01-18,0.44,0.44,-2.65,暂停申购,开放赎回
2017-01-19,0.441,0.441,0.23,暂停申购,开放赎回
2017-01-20,0.449,0.449,1.81,暂停申购,开放赎回
2017-01-23,0.446,0.446,-0.67,暂停申购,开放赎回
2017-01-24,0.446,0.446,0.0,暂停申购,开放赎回
2017-01-25,0.446,0.446,0.0,暂停申购,开放赎回
2017-01-26,0.453,0.453,1.57,暂停申购,开放赎回
2017-02-03,0.453,0.453,0.0,暂停申购,开放赎回
2017-02-06,0.447,0.447,-1.32,暂停申购,开放赎回
2017-02-07,0.441,0.441,-1.34,暂停申购,开放赎回
2017-02-08,0.443,0.443,0.45,暂停申购,开放赎回
2017-02-09,0.447,0.447,0.9,暂停申购,开放赎回
2017-02-10,0.453,0.453,1.34,暂停申购,开放赎回
2017-02-13,0.447,0.447,-1.32,暂停申购,开放赎回
2017-02-14,0.448,0.448,0.22,暂停申购,开放赎回
2017-02-15,0.446,0.446,-0.45,暂停申购,开放赎回
2017-02-16,0.447,0.447,0.22,暂停申购,开放赎回
2017-02-17,0.446,0.446,-0.22,暂停申购,开放赎回
2017-02-21,0.452,0.452,,暂停申购,开放赎回
2017-02-22,0.447,0.447,-1.11,暂停申购,开放赎回
2017-02-23,0.451,0.451,0.89,暂停申购,开放赎回
2017-02-24,0.449,0.449,-0.44,暂停申购,开放赎回
2017-02-27,0.45,0.45,0.22,暂停申购,开放赎回
2017-02-28,0.45,0.45,0.0,暂停申购,开放赎回
2017-03-01,0.448,0.448,-0.44,暂停申购,开放赎回
2017-03-02,0.44,0.44,-1.79,暂停申购,开放赎回
2017-03-03,0.445,0.445,1.14,暂停申购,开放赎回
2017-03-06,0.445,0.445,0.0,暂停申购,开放赎回
2017-03-07,0.445,0.445,0.0,暂停申购,开放赎回
2017-03-08,0.423,0.423,-4.94,暂停申购,开放赎回
2017-03-09,0.419,0.419,-0.95,暂停申购,开放赎回
2017-03-10,0.409,0.409,-2.39,暂停申购,开放赎回
2017-03-13,0.409,0.409,0.0,暂停申购,开放赎回
2017-03-14,0.406,0.406,-0.73,暂停申购,开放赎回
2017-03-15,0.412,0.412,1.48,暂停申购,开放赎回
2017-03-16,0.41,0.41,-0.49,暂停申购,开放赎回
2017-03-17,0.409,0.409,-0.24,暂停申购,开放赎回
2017-03-20,0.408,0.408,-0.24,暂停申购,开放赎回
2017-03-21,0.403,0.403,-1.23,暂停申购,开放赎回
2017-03-22,0.401,0.401,-0.5,暂停申购,开放赎回
2017-03-23,0.398,0.398,-0.75,暂停申购,开放赎回
2017-03-24,0.4,0.4,0.5,暂停申购,开放赎回
2017-03-27,0.398,0.398,-0.5,暂停申购,开放赎回
2017-03-28,0.402,0.402,1.01,暂停申购,开放赎回
2017-03-29,0.411,0.411,2.24,暂停申购,开放赎回
2017-03-30,0.418,0.418,1.7,暂停申购,开放赎回
2017-03-31,0.422,0.422,0.96,暂停申购,开放赎回
2017-04-05,0.423,0.423,0.24,暂停申购,开放赎回
2017-04-06,0.43,0.43,1.65,暂停申购,开放赎回
2017-04-07,0.435,0.435,1.16,暂停申购,开放赎回
2017-04-10,0.443,0.443,1.84,暂停申购,开放赎回
2017-04-11,0.443,0.443,0.0,暂停申购,开放赎回
2017-04-12,0.441,0.441,-0.45,暂停申购,开放赎回
2017-04-13,0.44,0.44,-0.23,暂停申购,开放赎回
2017-04-17,0.437,0.437,,暂停申购,开放赎回
2017-04-18,0.437,0.437,0.0,暂停申购,开放赎回
2017-04-19,0.419,0.419,-4.12,暂停申购,开放赎回
2017-04-20,0.417,0.417,-0.48,暂停申购,开放赎回
2017-04-21,0.409,0.409,-1.92,暂停申购,开放赎回
2017-04-24,0.405,0.405,-0.98,暂停申购,开放赎回
2017-04-25,0.41,0.41,1.23,暂停申购,开放赎回
2017-04-26,0.406,0.406,-0.98,暂停申购,开放赎回
2017-04-27,0.406,0.406,0.0,暂停申购,开放赎回
2017-04-28,0.405,0.405,-0.25,暂停申购,开放赎回
2017-05-02,0.395,0.395,-2.47,暂停申购,开放赎回
2017-05-03,0.396,0.396,0.25,暂停申购,开放赎回
2017-05-04,0.382,0.382,-3.54,暂停申购,开放赎回
2017-05-05,0.387,0.387,1.31,暂停申购,开放赎回
2017-05-08,0.388,0.388,0.26,暂停申购,开放赎回
2017-05-09,0.385,0.385,-0.77,暂停申购,开放赎回
2017-05-10,0.397,0.397,3.12,暂停申购,开放赎回
2017-05-11,0.4,0.4,0.76,限制大额申购,开放赎回
2017-05-12,0.4,0.4,0.0,限制大额申购,开放赎回
2017-05-15,0.407,0.407,1.75,限制大额申购,开放赎回
2017-05-16,0.404,0.404,-0.74,限制大额申购,开放赎回
2017-05-17,0.406,0.406,0.5,限制大额申购,开放赎回
2017-05-18,0.409,0.409,0.74,限制大额申购,开放赎回
2017-05-19,0.419,0.419,2.45,限制大额申购,开放赎回
2017-05-22,0.42,0.42,0.24,限制大额申购,开放赎回
2017-05-23,0.424,0.424,0.95,限制大额申购,开放赎回
2017-05-24,0.423,0.423,-0.24,限制大额申购,开放赎回
2017-05-25,0.4,0.4,-5.44,限制大额申购,开放赎回
2017-05-26,0.409,0.409,2.25,限制大额申购,开放赎回
2017-05-31,0.396,0.396,-3.18,限制大额申购,开放赎回
2017-06-01,0.391,0.391,-1.26,限制大额申购,开放赎回
2017-06-02,0.389,0.389,-0.51,限制大额申购,开放赎回
2017-06-05,0.385,0.385,-1.03,限制大额申购,开放赎回
2017-06-06,0.391,0.391,1.56,限制大额申购,开放赎回
2017-06-07,0.373,0.373,-4.6,限制大额申购,开放赎回
2017-06-08,0.372,0.372,-0.27,限制大额申购,开放赎回
2017-06-09,0.375,0.375,0.81,限制大额申购,开放赎回
2017-06-12,0.375,0.375,0.0,限制大额申购,开放赎回
2017-06-13,0.378,0.378,0.8,限制大额申购,开放赎回
2017-06-14,0.365,0.365,-3.44,限制大额申购,开放赎回
2017-06-15,0.363,0.363,-0.55,限制大额申购,开放赎回
2017-06-16,0.366,0.366,0.83,限制大额申购,开放赎回
2017-06-19,0.362,0.362,-1.09,限制大额申购,开放赎回
2017-06-20,0.358,0.358,-1.11,限制大额申购,开放赎回
2017-06-21,0.349,0.349,-2.51,限制大额申购,开放赎回
2017-06-22,0.351,0.351,0.57,限制大额申购,开放赎回
2017-06-23,0.354,0.354,0.85,限制大额申购,开放赎回
2017-06-26,0.356,0.356,0.57,限制大额申购,开放赎回
2017-06-27,0.362,0.362,1.69,限制大额申购,开放赎回
2017-06-28,0.365,0.365,0.83,限制大额申购,开放赎回
2017-06-29,0.365,0.365,0.0,限制大额申购,开放赎回
2017-06-30,0.373,0.373,2.19,限制大额申购,开放赎回
2017-07-03,0.378,0.378,1.34,限制大额申购,开放赎回
2017-07-05,0.365,0.365,,限制大额申购,开放赎回
2017-07-06,0.366,0.366,0.27,限制大额申购,开放赎回
2017-07-07,0.358,0.358,-2.19,限制大额申购,开放赎回
2017-07-10,0.36,0.36,0.56,限制大额申购,开放赎回
2017-07-11,0.365,0.365,1.39,限制大额申购,开放赎回
2017-07-12,0.366,0.366,0.27,限制大额申购,开放赎回
2017-07-13,0.372,0.372,1.64,限制大额申购,开放赎回
2017-07-14,0.376,0.376,1.08,限制大额申购,开放赎回
2017-07-17,0.37,0.37,-1.6,限制大额申购,开放赎回
2017-07-18,0.373,0.373,0.81,限制大额申购,开放赎回
2017-07-19,0.378,0.378,1.34,限制大额申购,开放赎回
2017-07-20,0.375,0.375,-0.79,限制大额申购,开放赎回
2017-07-21,0.364,0.364,-2.93,限制大额申购,开放赎回
2017-07-24,0.37,0.37,1.65,限制大额申购,开放赎回
2017-07-25,0.382,0.382,3.24,限制大额申购,开放赎回
2017-07-26,0.388,0.388,1.57,限制大额申购,开放赎回
2017-07-27,0.391,0.391,0.77,限制大额申购,开放赎回
2017-07-28,0.396,0.396,1.28,限制大额申购,开放赎回
2017-07-31,0.4,0.4,1.01,限制大额申购,开放赎回
2017-08-01,0.391,0.391,-2.25,限制大额申购,开放赎回
2017-08-02,0.394,0.394,0.77,限制大额申购,开放赎回
2017-08-03,0.389,0.389,-1.27,限制大额申购,开放赎回
2017-08-04,0.393,0.393,1.03,限制大额申购,开放赎回
2017-08-07,0.393,0.393,0.0,限制大额申购,开放赎回
2017-08-08,0.39,0.39,-0.76,限制大额申购,开放赎回
2017-08-09,0.394,0.394,1.03,限制大额申购,开放赎回
2017-08-10,0.383,0.383,-2.79,限制大额申购,开放赎回
2017-08-11,0.385,0.385,0.52,限制大额申购,开放赎回
2017-08-14,0.374,0.374,-2.86,限制大额申购,开放赎回
2017-08-15,0.376,0.376,0.53,限制大额申购,开放赎回
2017-08-16,0.37,0.37,-1.6,限制大额申购,开放赎回
2017-08-17,0.371,0.371,0.27,限制大额申购,开放赎回
2017-08-18,0.384,0.384,3.5,限制大额申购,开放赎回
2017-08-21,0.375,0.375,-2.34,限制大额申购,开放赎回
2017-08-22,0.376,0.376,0.27,限制大额申购,开放赎回
2017-08-23,0.381,0.381,1.33,限制大额申购,开放赎回
2017-08-24,0.375,0.375,-1.57,限制大额申购,开放赎回
2017-08-25,0.376,0.376,0.27,限制大额申购,开放赎回
2017-08-28,0.367,0.367,-2.39,限制大额申购,开放赎回
2017-08-29,0.365,0.365,-0.55,限制大额申购,开放赎回
2017-08-30,0.361,0.361,-1.1,限制大额申购,开放赎回
2017-08-31,0.37,0.37,2.49,限制大额申购,开放赎回
2017-09-01,0.371,0.371,0.27,限制大额申购,开放赎回
2017-09-05,0.376,0.376,,限制大额申购,开放赎回
2017-09-06,0.381,0.381,1.33,限制大额申购,开放赎回
2017-09-07,0.38,0.38,-0.26,限制大额申购,开放赎回
2017-09-08,0.368,0.368,-3.16,限制大额申购,开放赎回
2017-09-11,0.371,0.371,0.82,限制大额申购,开放赎回
2017-09-12,0.374,0.374,0.81,限制大额申购,开放赎回
2017-09-13,0.383,0.383,2.41,限制大额申购,开放赎回
2017-09-14,0.385,0.385,0.52,限制大额申购,开放赎回
2017-09-15,0.388,0.388,0.78,限制大额申购,开放赎回
2017-09-18,0.386,0.386,-0.52,限制大额申购,开放赎回
2017-09-19,0.384,0.384,-0.52,限制大额申购,开放赎回
2017-09-20,0.391,0.391,1.82,限制大额申购,开放赎回
2017-09-21,0.392,0.392,0.26,限制大额申购,开放赎回
2017-09-22,0.392,0.392,0.0,限制大额申购,开放赎回
2017-09-25,0.406,0.406,3.57,限制大额申购,开放赎回
2017-09-26,0.404,0.404,-0.49,限制大额申购,开放赎回
2017-09-27,0.405,0.405,0.25,限制大额申购,开放赎回
2017-09-28,0.402,0.402,-0.74,限制大额申购,开放赎回
2017-09-29,0.402,0.402,0.0,限制大额申购,开放赎回
2017-10-09,0.385,0.385,-4.23,限制大额申购,开放赎回
2017-10-10,0.394,0.394,2.34,限制大额申购,开放赎回
2017-10-11,0.394,0.394,0.0,限制大额申购,开放赎回
2017-10-12,0.389,0.389,-1.27,限制大额申购,开放赎回
2017-10-13,0.395,0.395,1.54,限制大额申购,开放赎回
2017-10-16,0.399,0.399,1.01,限制大额申购,开放赎回
2017-10-17,0.4,0.4,0.25,限制大额申购,开放赎回
2017-10-18,0.4,0.4,0.0,限制大额申购,开放赎回
2017-10-19,0.396,0.396,-1.0,限制大额申购,开放赎回
2017-10-20,0.399,0.399,0.76,限制大额申购,开放赎回
2017-10-23,0.399,0.399,0.0,限制大额申购,开放赎回
2017-10-24,0.404,0.404,1.25,限制大额申购,开放赎回
2017-10-25,0.403,0.403,-0.25,限制大额申购,开放赎回
2017-10-26,0.407,0.407,0.99,限制大额申购,开放赎回
2017-10-27,0.418,0.418,2.7,限制大额申购,开放赎回
2017-10-30,0.42,0.42,0.48,限制大额申购,开放赎回
2017-10-31,0.421,0.421,0.24,限制大额申购,开放赎回
2017-11-01,0.419,0.419,-0.48,限制大额申购,开放赎回
2017-11-02,0.423,0.423,0.95,限制大额申购,开放赎回
2017-11-03,0.43,0.43,1.65,限制大额申购,开放赎回
2017-11-06,0.444,0.444,3.26,限制大额申购,开放赎回
2017-11-07,0.443,0.443,-0.23,限制大额申购,开放赎回
2017-11-08,0.44,0.44,-0.68,限制大额申购,开放赎回
2017-11-09,0.443,0.443,0.68,限制大额申购,开放赎回
2017-11-10,0.441,0.441,-0.45,限制大额申购,开放赎回
